catagory,action-link-href,name,company,rate,privacy-policy-link-href
Music & audio,https://assistant.google.com/services/a/uid/00000092e13b7c27,GPS: God. People. Stories. from Billy Graham,Billy Graham Evangelistic Assoc.,4.6,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000c047e05316,Half-Assed Morning Show,Westwood One,4.2,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000009020ebb1fd,Kennedy Molloy Show,Southern Cross Austereo,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000178f781f4b,Michigan Insider,Westwood One,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000008476039713,Moonman Morning,Southern Cross Austereo,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000007d2b2a96c1,Opie Radio,Westwood One,3,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000c5eea9756f,Radio Chaser,Southern Cross Austereo,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000bea72b7794,Roo Ditts Show,Southern Cross Austereo,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/00000083c26aab60,Stav Abby Matt Show,Southern Cross Austereo,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/00000012c89c063d,Talk is Jericho Podcast,Westwood One,3.5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/00000093f1772944,The Andrew Klavan Show,Westwood One,4.2,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/00000050fcd21b52,The Ben Shapiro Show,Westwood One,4,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000091b0e1005,The Dan Bongino Show,Westwood One,4.7,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000a73e3ab198,The Global Startup Movement,The Global Startup Movement,4.2,https://xappmedia.com/privacy-policy/
Business & finance,https://assistant.google.com/services/a/uid/00000034f33e3f7f,The Hartford Small Business Insurance,The Hartford,3,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000002dc1b0d6fe,The King is Coming,Silas Radio and Television Firm,4,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000a501d08e67,The Ticket Top 10,Westwood One,3.9,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000008379a8e848,This Week in Health IT,Lyric Media,4.2,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000880963015d,Those Two Girls,Southern Cross Austereo,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000b87cc1df48,todd and tyler,Summit Media,0,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/00000051229a7d5b,Tom Sullivan Show,Tom Sulivan Show,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000bc66d1d0cb,Triple M NRL,Southern Cross Austereo,5,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/0000003a4dc79a45,Voicebot Podcast,Voicebot Studios,4.6,https://xappmedia.com/privacy-policy/
Music & audio,https://assistant.google.com/services/a/uid/000000c7f4e1c075,Weekend Breakfast,Southern Cross Austereo,0,https://xappmedia.com/privacy-policy/
Communication & social,https://assistant.google.com/services/a/uid/000000ffd2ee18a5,Yolla Calls,Yolla Calls International,4,https://yollacalls.com/en-privacy
Food & drink,https://assistant.google.com/services/a/uid/0000006a2276f919,Kitchen Pal,Ryan Zakariudakis,5,https://yourkitchenpal.co.uk/privacy-policy
News & magazines,https://assistant.google.com/services/a/uid/000009cbecec2570,ABC Invictus Games,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000092f4e95a6b2,Anchor Sports Rundown,,null,
News & magazines,https://assistant.google.com/services/a/uid/000006b6f9114bdf,AP Radio News Updates,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000f96e55a5915,AP Sports Weekly Podcast,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000dae20c15a0f,APM Marketplace,,null,
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000786393908c,Architect Facts,Google Inc.,5,
News & magazines,https://assistant.google.com/services/a/uid/000004dc1cce5619,Arirang Politics News,,null,
News & magazines,https://assistant.google.com/services/a/uid/000007e9017a6bc2,Ashes to Ashes,,null,
Sports,https://assistant.google.com/services/a/uid/00000050d08ba612,Baseball Player Facts,Google Inc.,0,
Sports,https://assistant.google.com/services/a/uid/0000008ed81b2776,Baseball Team Facts,Google Inc.,1,
Sports,https://assistant.google.com/services/a/uid/000000bfa935969c,Basketball Team Facts,Google inc.,5,
Communication & social,https://assistant.google.com/services/a/uid/000000e4489b1cac,BBM,Blackberry Limited.,4.2,
Productivity,https://assistant.google.com/services/a/uid/0000001807f0256f,Bedtime Routine,Google Inc.,4.5,
Food & drink,https://assistant.google.com/services/a/uid/000000f6335e5db6,Beverage Facts,Google Inc.,4.6,
News & magazines,https://assistant.google.com/services/a/uid/0000058aa8c539a3,Biden's Briefing,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000dd2333253fe,BlackRock Briefings,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000ced4542d118,Blockchain Daily,,null,
News & magazines,https://assistant.google.com/services/a/uid/000003ec01acee6c,Bloomberg Best,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000aa0bba565dd,Bloomberg First Word,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000025892b475e8,Bloomberg P&L,,null,
News & magazines,https://assistant.google.com/services/a/uid/000003ae975fece8,BNN Bloomberg,,null,
Communication & social,https://assistant.google.com/services/a/uid/00000068f60414dd,Broadcast,Google Inc.,4.4,
Communication & social,https://assistant.google.com/services/a/uid/0000000d62875c0a,Calls on Mobile,Google Inc.,4.3,
News & magazines,https://assistant.google.com/services/a/uid/00000110e01bae2b,CBC News: The World This Hour,,null,
"Movies, photos & TV",https://assistant.google.com/services/a/uid/0000004ff37ff5dd,CBS All Access,CBS All Access,4.6,
News & magazines,https://assistant.google.com/services/a/uid/00000e40e6c17832,CBS Sports Radio Minute,,null,
Games & fun,https://assistant.google.com/services/a/uid/000000b18c4b6e91,Chat with your Assistant,Google Inc.,4.6,
News & magazines,https://assistant.google.com/services/a/uid/00000f6b3aef18d0,Chopper's Brexit Podcast,,null,
Smart home,https://assistant.google.com/services/a/uid/0000006cf23ef57e,Chromecast,Google Inc.,4.5,
Kids & family,https://assistant.google.com/services/a/uid/000000c5881be3a7,Classic Stories,Google Inc.,4.2,
News & magazines,https://assistant.google.com/services/a/uid/00000ea1fec2d28f,Click Event Memories,,null,
Productivity,https://assistant.google.com/services/a/uid/0000005d8a63d90c,Clock,Google Inc.,4.5,
News & magazines,https://assistant.google.com/services/a/uid/000009c1173bd7de,CNBC,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000c60a4b42ba3,CNBC International Flash Briefing,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000eb9ee4cc32b,CNBC Markets Now,,null,
News & magazines,https://assistant.google.com/services/a/uid/000007bf0b4249f4,CNN Business,,null,
News & magazines,https://assistant.google.com/services/a/uid/000003bfd00ee60f,CNN's The Point with Chris Cillizza,,null,
Food & drink,https://assistant.google.com/services/a/uid/000000793a475361,Coffee Finder,Google Inc.,4.1,
News & magazines,https://assistant.google.com/services/a/uid/000001b715e47a3e,CommSec Bulletin,,null,
Productivity,https://assistant.google.com/services/a/uid/0000009ebd1683f3,Commuting to Work Routine,Google Inc.,4.1,
Travel & transportation,https://assistant.google.com/services/a/uid/000000c9bc332376,Country Facts,Google Inc.,4.2,
Games & fun,https://assistant.google.com/services/a/uid/00000036252485d2,Crystal Ball,Google,2.9,
Music & audio,https://assistant.google.com/services/a/uid/000000d85adbdf32,Cumulus Media,Cumulus Media,4.2,
Business & finance,https://assistant.google.com/services/a/uid/000000f6eea7b170,Currency Facts,Google Inc.,4.6,
Music & audio,https://assistant.google.com/services/a/uid/00000036803d945e,Deezer,Deezer,4.3,
News & magazines,https://assistant.google.com/services/a/uid/00000342d381feeb,Democracy Now! Audio,,null,
Education & reference,https://assistant.google.com/services/a/uid/000000e3622a1d56,Dictionary,Google Inc.,4.6,
News & magazines,https://assistant.google.com/services/a/uid/0000086249fe8972,East Coast Radio Sport,,null,
Games & fun,https://assistant.google.com/services/a/uid/0000007daeda2e90,Easter Eggs,Google Inc.,4.3,
Smart home,https://assistant.google.com/services/a/uid/000000fb73edd227,Emberlight,emberlight,4.5,
News & magazines,https://assistant.google.com/services/a/uid/00000860087a0400,ESPN SportsCenter (via TuneIn),,null,
News & magazines,https://assistant.google.com/services/a/uid/00000cb2032ecded,ET Now,,null,
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000f9c8c3f706,Facts about Artwork,Google Inc.,5,
Sports,https://assistant.google.com/services/a/uid/000000359c63c33a,Facts about Athletes,Google Inc.,5,
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000666bf5d804,Facts about Buildings,Google Inc.,5,
Travel & transportation,https://assistant.google.com/services/a/uid/00000097d0419542,Facts about Cities,Google Inc.,4.3,
Sports,https://assistant.google.com/services/a/uid/00000036b8ee2324,Facts about Football Teams,Google Inc.,4.2,
Education & reference,https://assistant.google.com/services/a/uid/000000933871902d,Facts about Noble People,Google Inc.,5,
Sports,https://assistant.google.com/services/a/uid/00000089a70dd606,Facts about Soccer Leagues,Google Inc.,3.7,
Sports,https://assistant.google.com/services/a/uid/000000238b832e62,Facts about Sports,Google Inc.,4.4,
Sports,https://assistant.google.com/services/a/uid/00000063e7c3d183,Facts about Tennis Players,Google Inc.,0,
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000d019f327eb,Facts about Visual Artists,Google Inc.,5,
News & magazines,https://assistant.google.com/services/a/uid/00000f0bf7aad375,FanSided,,null,
Travel & transportation,https://assistant.google.com/services/a/uid/00000085e37e2052,Flights and Hotels,Google Inc.,4.5,
Food & drink,https://assistant.google.com/services/a/uid/00000053a00b24eb,Food Ordering,Google Inc.,4,
News & magazines,https://assistant.google.com/services/a/uid/00000e406214e0db,Football Weekly - The Guardian,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000029e03d4a51f,Fox Business,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000095bfbf3a277,FOX SPORTS Australia,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000665fec0e791,France 24 - Business Daily,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000074d253170a8,FT Big Read,,null,
News & magazines,https://assistant.google.com/services/a/uid/0000086c31a4076e,FT News,,null,
News & magazines,https://assistant.google.com/services/a/uid/00000cb5fd6cae0c,FT News Briefing,,null,
Games & fun,https://assistant.google.com/services/a/uid/00000038e95bb789,Fun Tricks,Google Inc.,4.6,
News & magazines,https://assistant.google.com/services/a/uid/0000029fd95b6d74,G News Experimental,,null,
Local,https://assistant.google.com/services/a/uid/000000a013ef975c,Gas Stations Finder,Google Inc.,4.5,
Communication & social,https://assistant.google.com/services/a/uid/000000a4618d362f,Gmail,Google Inc.,4.5,
Sports,https://assistant.google.com/services/a/uid/00000090cafa76b3,Golfer Facts,Google Inc.,0,
Productivity,https://assistant.google.com/services/a/uid/0000004f0e04d1da,Good Morning Routine,Google Inc.,4.6,
Productivity,https://assistant.google.com/services/a/uid/0000000553572ba4,Google Calendar,Google Inc.,4.3,
Communication & social,https://assistant.google.com/services/a/uid/000000e6b4bd8e35,Google Duo,Google Inc.,4.4,
Health & fitness,https://assistant.google.com/services/a/uid/00000017a34cb566,Google Fit,Google Inc.,4.4,
Local,https://assistant.google.com/services/a/uid/0000002c2c90d1e2,Google Maps,Google Inc.,4.6,
"Movies, photos & TV",https://assistant.google.com/services/a/uid/000000ea57b4849c,Google Photos,Google Inc.,4.6,
Music & audio,https://assistant.google.com/services/a/uid/000000d8bfc5c546,Google Play Music,Google Inc.,4.4,
Education & reference,https://assistant.google.com/services/a/uid/00000024b4c9875f,Google Search,Google Inc.,4.5,
Shopping,https://assistant.google.com/services/a/uid/000000dd64d99096,Google Shopping,Google Inc.,4.5,
News & magazines,https://assistant.google.com/services/a/uid/00000f81dadcc6df,Grandstand Special Events,,null,
Smart home,https://assistant.google.com/services/a/uid/000000a443c1ab97,Hackajoe labs,Hook Smart Home,4.2,
Communication & social,https://assistant.google.com/services/a/uid/000000816e3e3fd4,Hands Free Calling on Speakers,Google Inc.,4.4,
Communication & social,https://assistant.google.com/services/a/uid/0000006d5e9a6fbd,Hangouts,Google Inc.,3.4,
"Movies, photos & TV",https://assistant.google.com/services/a/uid/00000028c13e97a5,HBO NOW,HBO NOW,4.4,
News & magazines,https://assistant.google.com/services/a/uid/00000ff6234c007b,Headlines from BBC News,,null,
Health & fitness,https://assistant.google.com/services/a/uid/000000e0954fd1aa,Health Services Finder,Google Inc.,4.3,
Communication & social,https://assistant.google.com/services/a/uid/000000d94acf487c,Hike,Hike Private Limited,4.3,
Sports,https://assistant.google.com/services/a/uid/0000000bdff4e225,Hockey Team Facts,Google Inc.,0,
Smart home,https://assistant.google.com/services/a/uid/0000006782ca1e2e,HomeSeer,HomeSeer Technologies LLC,3.8,
Smart home,https://assistant.google.com/services/a/uid/0000008672b39fbf,Honeywell,Honeywell International Inc.,3.7,
Smart home,https://assistant.google.com/services/a/uid/00000032526c082c,iDevices,iDevices,4.2,
Productivity,https://assistant.google.com/services/a/uid/000000080d602cb8,IFTTT,IFTTT,4.5,
Music & audio,https://assistant.google.com/services/a/uid/00000053bb8a2208,iHeartRadio,"iHeartMedia, Inc.",4.5,
Smart home,https://assistant.google.com/services/a/uid/0000006d52fcb1fe,iHome,iHome,3.2,
Productivity,https://assistant.google.com/services/a/uid/0000001b6a2ed272,I'm Home Routine,Google Inc.,4.5,
News & magazines,https://assistant.google.com/services/a/uid/00000a28d52decec,Impeachment Inquiry: Updates from The Washington Post,,null,
Sports,https://assistant.google.com/services/a/uid/000000880721fb5d,Info about American Football Players,Google Inc.,0,
Arts & lifestyle,https://assistant.google.com/services/a/uid/000000e7e5fbbce6,Info about Architecture Structures,Google Inc.,4.3,
Sports,https://assistant.google.com/services/a/uid/00000020024ab726,Info about Basketball Players,Google Inc.,0,
Food & drink,https://assistant.google.com/services/a/uid/000000468ff4f715,Info about Beers,Google Inc.,0,
